,timestamp,raw_output,rc0,rc1,rc2,rc3,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,current,voltage,power
0,6.899,535,1488,1486,1099,1099,-0.139601,-0.128254,-0.0136596,0.661681,0.261549,-9.59117,1.123046875,16.3131,18.3203759766
1,7.001,534,1488,1486,1099,1099,-0.140383,-0.12476,-0.0154981,0.105626,0.408089,-9.72593,1.07421875,16.3131,17.5238378906
2,7.099,540,1488,1486,1099,1099,-0.135969,-0.126409,-0.0136184,0.580082,0.435807,-9.89896,1.3671875,16.3094,22.2980078125
3,7.201,536,1488,1486,1099,1099,-0.137446,-0.124662,-0.0138686,0.634323,0.473305,-9.60417,1.171875,16.3094,19.112578125
4,7.3,540,1488,1486,1099,1099,-0.135254,-0.124129,-0.013681,0.410527,0.465669,-9.80834,1.3671875,16.3094,22.2980078125
5,7.402,540,1488,1486,1098,1099,-0.132727,-0.124192,-0.0130474,0.462104,0.449466,-9.79847,1.3671875,16.3056,22.2928125
6,7.5,542,1488,1486,1098,1099,-0.130967,-0.122681,-0.0114251,0.529892,0.507457,-9.70061,1.46484375,16.3056,23.88515625
7,7.603,539,1488,1486,1098,1099,-0.130668,-0.120043,-0.0123227,0.56082,0.573633,-9.73469,1.318359375,16.3056,21.496640625
8,7.701,545,1488,1486,1099,1099,-0.12939,-0.118244,-0.0117011,0.378608,0.690426,-10.0694,1.611328125,16.3023,26.2683544922
9,7.803,548,1488,1486,1099,1099,-0.128249,-0.117159,-0.0103209,0.578254,0.373101,-9.83952,1.7578125,16.3023,28.6563867187
10,7.902,543,1488,1486,1099,1099,-0.127273,-0.116488,-0.00844631,0.408253,0.471997,-9.70751,1.513671875,16.3023,24.6763330078
11,8.004,549,1488,1486,1099,1099,-0.126243,-0.115417,-0.00780761,0.58106,0.484746,-9.90756,1.806640625,16.2934,29.4363183594
12,8.102,583,1488,1486,1099,1099,-0.126418,-0.114962,-0.00653976,0.414805,0.346558,-10.0746,3.466796875,16.2934,56.4859082031
13,8.205,441,1488,1486,1099,1099,-0.125607,-0.114836,-0.00545931,0.312163,0.172315,-9.84198,-3.466796875,16.2934,-56.4859082031
14,8.303,542,1488,1486,1099,1099,-0.126921,-0.113355,-0.00557774,1.00421,0.515146,-10.0083,1.46484375,16.2877,23.8589355469
15,8.406,544,1488,1486,1099,1099,-0.121977,-0.113513,0.00251134,0.679451,0.131406,-8.69455,1.5625,16.2877,25.44953125
16,8.504,543,1488,1486,1099,1099,-0.123509,-0.114491,0.00308903,0.478581,0.576014,-9.89755,1.513671875,16.2877,24.6542333984
17,8.606,542,1488,1486,1100,1099,-0.122742,-0.114221,0.00573305,0.400622,0.309115,-9.84128,1.46484375,16.2841,23.8536621094
18,8.705,541,1488,1486,1101,1099,-0.122154,-0.11431,0.00699686,0.578189,0.220069,-9.53511,1.416015625,16.2841,23.0585400391
19,8.807,539,1488,1486,1101,1099,-0.120864,-0.114046,0.0101776,0.485476,0.286848,-9.97945,1.318359375,16.2841,21.4682958984
20,8.905,540,1488,1486,1102,1099,-0.121171,-0.115299,0.0116789,0.459091,0.052233,-10.1702,1.3671875,16.2877,22.2683398438
21,9.008,544,1488,1486,1102,1099,-0.12046,-0.113258,0.0139781,0.602981,0.64704,-9.94814,1.5625,16.2877,25.44953125
22,9.106,543,1488,1486,1106,1119,-0.121652,-0.114171,0.0195511,0.311421,0.195628,-9.52547,1.513671875,16.2877,24.6542333984
23,9.208,541,1488,1486,1165,1520,-0.120381,-0.113531,0.0194948,0.569863,0.584626,-9.60643,1.416015625,16.2886,23.0649121094
24,9.307,539,1488,1486,1165,1520,-0.120236,-0.113538,0.0200954,0.464333,0.269849,-9.7901,1.318359375,16.2886,21.4742285156
25,9.409,541,1488,1486,1164,1518,-0.119643,-0.113585,0.0218588,0.58154,0.697931,-9.53216,1.416015625,16.2886,23.0649121094
26,9.508,542,1488,1486,1164,1518,-0.118857,-0.112962,0.0232382,0.475338,0.494418,-9.30932,1.46484375,16.2846,23.8543945313
27,9.61,543,1488,1486,1165,1517,-0.120018,-0.114517,0.0235162,0.706365,0.433144,-9.74729,1.513671875,16.2846,24.6495410156
28,9.712,541,1488,1486,1171,1516,-0.12073,-0.113494,0.0233423,0.502228,0.450071,-9.76891,1.416015625,16.2846,23.0592480469
29,9.81,546,1488,1486,1206,1517,-0.122627,-0.114124,0.0212694,0.400402,0.325181,-10.1214,1.66015625,16.2818,27.0303320313
30,9.913,539,1488,1486,1212,1517,-0.123022,-0.111468,0.0229043,0.508373,0.47481,-9.60214,1.318359375,16.2818,21.4652636719
31,10.011,542,1488,1485,1216,1516,-0.124642,-0.111704,0.0218472,0.305921,0.379514,-9.95953,1.46484375,16.2818,23.8502929688
32,10.113,540,1488,1486,1223,1515,-0.125237,-0.109998,0.0255535,0.612582,0.378061,-9.27458,1.3671875,16.2797,22.2574023437
33,10.212,542,1488,1486,1225,1515,-0.126047,-0.11039,0.0230648,0.387985,0.615192,-10.0906,1.46484375,16.2797,23.8472167969
34,10.314,542,1488,1486,1226,1515,-0.124703,-0.110217,0.0254265,0.657752,0.859848,-9.80607,1.46484375,16.2797,23.8472167969
35,10.413,539,1488,1485,1226,1516,-0.125299,-0.111813,0.0270437,0.475081,0.193473,-9.35738,1.318359375,16.2726,21.4531347656
36,10.515,537,1488,1486,1226,1516,-0.125457,-0.111205,0.0243913,0.661196,0.452317,-9.47047,1.220703125,16.2726,19.8640136719
37,10.614,542,1488,1486,1227,1518,-0.124101,-0.11415,0.0242062,0.529292,0.141057,-9.76696,1.46484375,16.2726,23.8368164063
38,10.716,540,1488,1486,1226,1516,-0.121393,-0.112381,0.0222482,0.600684,0.77724,-9.47426,1.3671875,16.2821,22.2606835937
39,10.814,538,1488,1484,1226,1516,-0.12111,-0.112871,0.0221088,0.396576,0.525958,-9.65482,1.26953125,16.2821,20.6706347656
40,10.916,541,1489,1486,1227,1516,-0.120342,-0.113945,0.0215342,0.51497,0.371078,-10.0215,1.416015625,16.2821,23.0557080078
41,11.015,543,1488,1486,1240,1518,-0.119721,-0.11384,0.0218169,0.254649,0.280376,-9.92516,1.513671875,16.286,24.6516601562
42,11.117,541,1488,1486,1253,1516,-0.118427,-0.113938,0.020544,0.603626,0.419168,-9.61024,1.416015625,16.286,23.0612304687
43,11.215,544,1488,1484,1258,1516,-0.118427,-0.113938,0.020544,0.603626,0.419168,-9.61024,1.5625,16.286,25.446875
44,11.318,542,1488,1486,1279,1518,-0.117239,-0.1161,0.0202352,0.585785,0.831076,-10.1309,1.46484375,16.2821,23.8507324219
45,11.416,540,1488,1486,1301,1518,-0.117239,-0.1161,0.0202352,0.585785,0.831076,-10.1309,1.3671875,16.2821,22.2606835937
46,11.519,537,1488,1486,1331,1518,-0.115552,-0.118373,0.020721,0.576812,0.63445,-9.71212,1.220703125,16.2821,19.8756103516
47,11.617,543,1488,1486,1351,1518,-0.115552,-0.118373,0.020721,0.576812,0.63445,-9.71212,1.513671875,16.2852,24.6504492188
48,11.719,544,1488,1486,1362,1518,-0.114317,-0.117316,0.0211682,0.59369,0.508369,-9.43991,1.5625,16.2852,25.445625
49,11.817,543,1488,1486,1378,1518,-0.114485,-0.118779,0.0197231,0.403903,0.069049,-9.9916,1.513671875,16.2852,24.6504492188
50,11.919,539,1488,1486,1397,1518,-0.111475,-0.117463,0.018682,0.663212,0.356778,-9.49235,1.318359375,16.2913,21.4777880859
51,12.018,546,1488,1486,1410,1518,-0.110792,-0.118408,0.0171199,0.259446,0.350562,-9.68432,1.66015625,16.2913,27.0461035156
52,12.12,546,1488,1486,1429,1518,-0.108054,-0.117097,0.0143558,0.477296,0.783933,-9.73958,1.66015625,16.2913,27.0461035156
53,12.219,547,1488,1486,1435,1518,-0.10675,-0.118948,0.0127542,0.114043,0.333796,-9.55025,1.708984375,16.2844,27.8297851563
54,12.321,545,1488,1486,1434,1517,-0.104643,-0.118778,0.0104386,0.759229,0.764227,-9.18673,1.611328125,16.2844,26.2395117188
55,12.42,540,1488,1486,1433,1517,-0.10351,-0.120242,0.00774623,0.464343,0.53394,-9.58091,1.3671875,16.2844,22.263828125
56,12.522,541,1488,1486,1434,1517,-0.103336,-0.121669,0.00510692,0.53831,0.542192,-9.55989,1.416015625,16.276,23.0470703125
57,12.62,543,1488,1486,1434,1517,-0.10284,-0.122315,0.00476278,0.21906,0.473325,-10.1824,1.513671875,16.276,24.6365234375
58,12.723,541,1488,1485,1433,1517,-0.104625,-0.123512,0.00457348,0.633668,0.430501,-9.99625,1.416015625,16.276,23.0470703125
59,12.821,545,1488,1485,1433,1517,-0.105515,-0.123678,0.00650484,0.401403,0.409117,-9.91819,1.611328125,16.2732,26.2214648437
60,12.923,544,1488,1485,1433,1517,-0.107508,-0.123625,0.00650953,0.52249,0.403466,-10.0935,1.5625,16.2732,25.426875
61,13.022,543,1488,1485,1434,1517,-0.107947,-0.122953,0.00820201,0.375771,0.5914,-10.0929,1.513671875,16.2732,24.6322851562
62,13.124,540,1488,1486,1433,1517,-0.109752,-0.122653,0.0095475,0.50346,0.0892909,-10.2083,1.3671875,16.2838,22.2630078125
63,13.222,544,1488,1486,1433,1517,-0.110291,-0.121833,0.0130469,0.442393,0.297677,-9.58136,1.5625,16.2838,25.4434375
64,13.325,543,1488,1485,1433,1519,-0.11369,-0.119061,0.0137657,0.539619,0.617678,-9.80371,1.513671875,16.2838,24.6483300781
65,13.423,543,1488,1486,1434,1517,-0.114276,-0.11771,0.0134849,0.65596,0.449687,-9.6616,1.513671875,16.2818,24.6453027344
66,13.526,543,1488,1486,1435,1517,-0.11753,-0.114965,0.0144348,0.284778,0.313416,-9.57493,1.513671875,16.2818,24.6453027344
67,13.624,541,1488,1486,1464,1518,-0.119218,-0.114125,0.0125982,0.633561,0.603866,-9.80116,1.416015625,16.2818,23.0552832031
68,13.726,540,1488,1486,1475,1517,-0.122096,-0.111503,0.0163105,0.566733,0.363715,-9.2558,1.3671875,16.2804,22.258359375
69,13.824,544,1488,1485,1484,1517,-0.124957,-0.112456,0.0149445,0.575612,0.431741,-9.8412,1.5625,16.2804,25.438125
70,13.927,543,1488,1485,1515,1517,-0.127748,-0.110896,0.0164638,0.362184,0.414255,-9.7547,1.513671875,16.2804,24.6431835937
71,14.025,538,1488,1486,1550,1518,-0.129503,-0.111327,0.0172304,0.612849,0.492711,-9.68404,1.26953125,16.2801,20.6680957031
72,14.127,635,1488,1485,1578,1517,-0.132894,-0.109875,0.0206064,0.519659,0.381101,-9.16698,6.005859375,16.2801,97.7759912109
73,14.226,558,1488,1486,1603,1518,-0.133828,-0.10868,0.0194862,0.606503,0.798642,-10.1423,2.24609375,16.2801,36.5666308594
74,14.328,658,1488,1485,1622,1517,-0.138391,-0.106613,0.0183898,0.621911,0.876955,-10.2204,7.12890625,16.218,115.616601562
75,14.427,786,1488,1485,1624,1518,-0.138973,-0.108773,0.0113732,0.736669,0.261864,-8.64506,13.37890625,16.218,216.979101563
76,14.529,819,1488,1486,1628,1518,-0.108534,-0.0653328,-0.0850555,0.509952,-0.391311,-11.0486,14.990234375,16.218,243.111621094
77,14.627,831,1488,1485,1634,1517,-0.0805622,-0.053191,-0.330511,-1.43573,0.657896,-15.4226,15.576171875,16.1055,250.862036133
78,14.73,893,1488,1485,1643,1517,-0.0437515,-0.0260103,-0.572401,-0.284775,1.21197,-14.6531,18.603515625,16.1055,299.618920898
79,14.828,901,1488,1485,1645,1517,-0.00768016,0.0100684,-0.854259,0.880015,-1.62789,-10.3076,18.994140625,16.1055,305.910131836
80,14.93,747,1488,1485,1645,1517,0.021906,0.0675279,-1.15661,0.264676,2.32059,-16.505,11.474609375,15.9937,183.521459961
81,15.029,811,1488,1485,1647,1517,0.0386255,0.0996253,-1.23271,-0.196116,-1.11211,-9.35031,14.599609375,15.9937,233.501772461
82,15.131,778,1488,1485,1645,1517,0.0592916,0.123554,-1.23859,-0.733174,0.176936,-12.407,12.98828125,15.9937,207.730673828
83,15.229,783,1488,1485,1645,1519,0.0940883,0.126024,-1.23017,0.0378965,-0.863109,-8.75232,13.232421875,15.9274,210.758076172
84,15.332,770,1488,1485,1645,1517,0.128173,0.123592,-1.21464,0.518681,0.67838,-9.49183,12.59765625,15.9274,200.647910156
85,15.431,748,1488,1485,1645,1519,0.163709,0.119502,-1.21339,1.56091,0.226541,-7.8754,11.5234375,15.9274,183.538398438
86,15.532,782,1488,1485,1645,1519,0.195794,0.12172,-1.22376,0.363707,0.198666,-10.2983,13.18359375,15.8712,209.239453125
87,15.631,821,1488,1486,1645,1519,0.235978,0.119554,-1.23155,-0.545789,1.1239,-11.8566,15.087890625,15.8712,239.462929688
88,15.733,782,1488,1486,1645,1519,0.283376,0.108037,-1.22376,0.584267,-0.13452,-9.39862,13.18359375,15.8712,209.239453125
89,15.831,785,1488,1486,1644,1519,0.318567,0.0981627,-1.22435,-0.00674747,-1.08814,-9.97634,13.330078125,15.8182,210.857841797
90,15.934,748,1488,1486,1633,1521,0.340795,0.0915958,-1.21503,-0.0311344,0.218875,-9.60964,11.5234375,15.8182,182.280039062
91,16.032,580,1488,1486,1605,1518,0.366909,0.0815939,-1.14355,1.48632,0.129303,-6.13041,3.3203125,15.8182,52.5213671875
92,16.134,845,1488,1486,1605,1518,0.374624,0.0720121,-0.821225,-0.0102862,0.373131,-7.19197,16.259765625,15.8385,257.530297852
93,16.233,675,1488,1486,1569,1521,0.390627,0.0800648,-0.583917,0.577129,0.890451,-7.43101,7.958984375,15.8385,126.058374023
94,16.335,650,1488,1486,1569,1521,0.395675,0.0931374,-0.332485,0.335249,1.52117,-5.7471,6.73828125,15.8385,106.724267578
95,16.434,727,1488,1485,1542,1521,0.383105,0.100458,-0.00664599,1.35081,0.0269641,-6.08505,10.498046875,15.8321,166.20612793
96,16.536,767,1488,1485,1531,1521,0.360772,0.114386,0.112873,1.21888,-0.907203,-7.12653,12.451171875,15.8321,197.128198242
97,16.634,759,1488,1485,1531,1521,0.329779,0.124018,0.122011,-0.589182,1.17746,-13.1258,12.060546875,15.8321,190.94378418
98,16.736,751,1488,1486,1514,1521,0.29531,0.128366,0.150675,0.643612,1.18783,-9.36713,11.669921875,15.806,184.454785156
99,16.835,755,1488,1486,1514,1521,0.272962,0.130039,0.159201,1.21357,-0.684086,-8.39432,11.865234375,15.806,187.541894531
100,16.937,779,1488,1486,1483,1518,0.247225,0.128686,0.167305,0.0437748,-0.317369,-10.3487,13.037109375,15.806,206.064550781
101,17.036,784,1488,1486,1480,1521,0.226217,0.121289,0.156153,-0.216433,0.489677,-8.94284,13.28125,15.8044,209.9021875
102,17.138,670,1488,1486,1449,1521,0.198797,0.114625,0.258984,-0.486511,-0.712749,-8.25805,7.71484375,15.8044,121.928476562
103,17.236,736,1488,1485,1433,1521,0.158208,0.117465,0.540616,0.50725,-1.086,-6.02071,10.9375,15.8044,172.860625
104,17.339,811,1488,1486,1430,1518,0.115283,0.133705,0.656134,0.234255,-0.3172,-10.1514,14.599609375,15.7848,230.451914063
105,17.437,763,1488,1484,1430,1521,0.0797165,0.15007,0.638169,-0.837619,1.1252,-12.4189,12.255859375,15.7848,193.456289063
106,17.54,762,1488,1484,1430,1521,0.0484711,0.149145,0.633973,-1.15419,-0.349692,-11.9853,12.20703125,15.7848,192.685546875
107,17.638,774,1488,1483,1430,1521,0.0268479,0.153626,0.633046,0.852807,-1.15981,-8.8785,12.79296875,15.7121,201.004404297
108,17.74,976,1488,1486,1458,1517,0.00669357,0.159997,0.559613,-0.0562256,1.99131,-15.9194,22.65625,15.7121,355.977265625
109,17.838,780,1488,1489,1469,1518,-0.00607519,0.159453,0.225196,1.19655,-0.881985,-9.60397,13.0859375,15.7121,205.607558594
110,17.941,779,1488,1489,1469,1517,-0.0263231,0.157483,0.167688,-0.129213,0.755072,-11.7639,13.037109375,15.692,204.578320313
111,18.039,784,1488,1488,1471,1517,-0.0443155,0.144615,0.166869,0.752744,-0.1837,-8.18913,13.28125,15.692,208.409375
112,18.142,753,1488,1490,1470,1519,-0.055629,0.129639,0.163838,1.99941,-0.546189,-8.50005,11.767578125,15.692,184.656835938
113,18.24,731,1488,1490,1470,1519,-0.0632733,0.115399,0.163205,0.470154,0.451409,-10.3426,10.693359375,15.6783,167.653696289
114,18.342,747,1488,1490,1470,1517,-0.0635412,0.0977182,0.167214,1.70772,0.509516,-8.48071,11.474609375,15.6783,179.902368164
115,18.44,755,1488,1488,1470,1520,-0.0662636,0.0823721,0.158221,-0.956802,1.10018,-11.4116,11.865234375,15.6783,186.026704102
116,18.543,783,1488,1488,1470,1520,-0.0662206,0.0589991,0.163254,0.702622,-0.402749,-8.75693,13.232421875,15.6696,207.346757813
117,18.641,772,1488,1488,1469,1518,-0.0651528,0.0514253,0.155998,0.578542,1.54588,-8.18895,12.6953125,15.6696,198.93046875
118,18.743,786,1488,1490,1470,1518,-0.0717748,0.0306936,0.162078,-0.229356,-0.568322,-7.5503,13.37890625,15.6696,209.642109375
119,18.842,761,1488,1490,1470,1520,-0.071833,0.0197787,0.14688,0.215327,0.411334,-10.2178,12.158203125,15.657,190.360986328
120,18.944,803,1488,1490,1474,1517,-0.0740936,0.00646222,0.125454,1.42154,0.10221,-7.29107,14.208984375,15.657,222.470068359
121,19.042,751,1488,1488,1475,1517,-0.0872459,0.000192708,0.0831704,-0.751169,1.23329,-10.7219,11.669921875,15.657,182.715966797
122,19.145,733,1488,1490,1475,1519,-0.0973114,-0.00799891,0.0889646,1.07519,1.5872,-10.5869,10.791015625,15.6556,168.939824219
123,19.243,763,1488,1488,1474,1520,-0.113323,-0.0208491,0.100683,0.363006,0.0681702,-8.3152,12.255859375,15.6556,191.872832031
124,19.346,780,1488,1490,1475,1519,-0.122229,-0.0212215,0.086979,0.837173,1.90351,-10.4054,13.0859375,15.6556,204.868203125
125,19.448,784,1488,1488,1475,1519,-0.125649,-0.0320167,0.0872196,0.765774,-0.00840332,-8.88945,13.28125,15.6578,207.95515625
126,19.546,746,1488,1488,1475,1519,-0.125649,-0.0320167,0.0872196,0.765774,-0.00840332,-8.88945,11.42578125,15.6578,178.902597656
127,19.649,772,1488,1488,1475,1519,-0.128039,-0.0379379,0.0872336,0.796065,-0.72089,-8.47334,12.6953125,15.6578,198.780664062
128,19.747,739,1488,1488,1475,1519,-0.122456,-0.0394125,0.082677,0.213033,0.204446,-9.26496,11.083984375,15.651,173.475439453
129,19.849,773,1488,1488,1475,1519,-0.122456,-0.0394125,0.082677,0.213033,0.204446,-9.26496,12.744140625,15.651,199.458544922
130,19.948,768,1488,1488,1474,1519,-0.112612,-0.0394643,0.0840338,0.273162,0.765482,-9.14198,12.5,15.651,195.6375
131,20.05,789,1488,1488,1475,1519,-0.103663,-0.0466633,0.0783798,-0.763698,-0.780461,-11.1116,13.525390625,15.6402,211.539814453
132,20.148,781,1488,1488,1475,1517,-0.083589,-0.0376401,0.0808098,0.0257687,-0.163518,-11.6404,13.134765625,15.6402,205.430361328
133,20.251,749,1488,1490,1475,1519,-0.0678146,-0.0334546,0.0786588,0.777579,-0.119479,-9.71221,11.572265625,15.6402,180.992548828
134,20.349,755,1488,1490,1475,1520,-0.0571355,-0.0247365,0.0762506,-1.41213,0.566939,-13.8619,11.865234375,15.6425,185.601928711
135,20.452,781,1488,1488,1475,1517,-0.0395462,-0.0184017,0.0745117,-1.39718,-0.359932,-11.6788,13.134765625,15.6425,205.460571289
136,20.55,752,1488,1488,1475,1517,-0.0197991,-0.00611663,0.0856725,-0.212915,-0.503482,-7.50455,11.71875,15.6425,183.310546875
137,20.652,776,1488,1488,1475,1519,-0.00185686,0.011234,0.0772378,0.695406,1.54621,-7.66173,12.890625,15.631,201.493359375
138,20.75,733,1488,1490,1475,1519,0.0219304,0.0212384,0.0916837,1.60359,0.0438081,-5.82269,10.791015625,15.631,168.674365234
139,20.853,791,1488,1490,1475,1520,0.0384029,0.0325721,0.0767373,0.701784,-2.23298,-11.0768,13.623046875,15.631,212.941845703
140,20.951,762,1488,1488,1475,1517,0.0552185,0.0513417,0.085916,2.1745,0.546376,-8.24079,12.20703125,15.6205,190.679931641
141,21.054,767,1488,1490,1475,1520,0.0650107,0.0635782,0.0812743,1.14675,-0.724178,-7.94244,12.451171875,15.6205,194.493530273
142,21.152,771,1488,1488,1475,1517,0.0678551,0.0807602,0.0636754,-0.304505,0.554643,-14.1521,12.646484375,15.6205,197.54440918
143,21.254,756,1488,1488,1475,1517,0.0669697,0.0866562,0.0722966,0.376247,-1.31555,-11.3114,11.9140625,15.6113,185.994003906
144,21.353,759,1488,1490,1475,1520,0.0537551,0.10942,0.0653177,-1.17406,1.10312,-11.0086,12.060546875,15.6113,188.28081543
145,21.455,745,1488,1490,1475,1519,0.0506551,0.126186,0.0653479,-1.17021,-1.89626,-11.2509,11.376953125,15.6113,177.60902832
146,21.554,762,1488,1488,1475,1517,0.0479346,0.150507,0.0674341,0.577247,0.442477,-10.318,12.20703125,15.605,190.490722656
147,21.656,757,1488,1488,1475,1519,0.0350194,0.169778,0.0754123,1.0461,-0.733177,-6.28171,11.962890625,15.605,186.680908203
148,21.754,751,1488,1490,1475,1519,0.0137261,0.197738,0.0643001,-0.369675,0.90956,-11.2587,11.669921875,15.605,182.109130859
149,21.856,753,1488,1488,1475,1517,-0.00268186,0.218244,0.065952,0.832127,0.764759,-8.80668,11.767578125,15.6013,183.589516602
150,21.955,780,1488,1490,1475,1520,-0.0284049,0.240377,0.0646944,0.709986,-1.04453,-8.07666,13.0859375,15.6013,204.157636719
151,22.057,804,1495,1492,1475,1520,-0.0455354,0.265972,0.0586845,1.01223,1.07972,-9.58688,14.2578125,15.6013,222.440410156
152,22.155,794,1524,1491,1475,1517,-0.0627158,0.290582,0.0652219,1.10708,-0.0340911,-7.70959,13.76953125,15.5936,214.7165625
153,22.258,739,1544,1492,1475,1520,-0.072836,0.315813,0.0561898,-0.107715,1.33216,-11.8782,11.083984375,15.5936,172.83921875
154,22.357,696,1545,1502,1475,1519,-0.0723746,0.302251,0.0975442,1.08376,-1.1188,-7.52937,8.984375,15.5936,140.09875
155,22.459,790,1557,1516,1475,1517,-0.0533608,0.269899,0.0798733,1.1362,-0.469344,-10.1087,13.57421875,15.5934,211.668222656
156,22.557,775,1568,1538,1475,1520,-0.0251754,0.193575,0.0815329,-0.0964401,1.16216,-11.7183,12.841796875,15.5934,200.247275391
157,22.659,719,1569,1537,1475,1519,0.00287487,0.0720483,0.0794135,-0.419995,-1.42756,-10.8392,10.107421875,15.5934,157.609072266
158,22.758,751,1564,1523,1475,1519,0.0282633,-0.0588468,0.0510833,-0.671323,0.325577,-13.3538,11.669921875,15.578,181.794042969
159,22.86,787,1557,1527,1475,1520,0.0433899,-0.188656,0.0438288,0.979963,-0.394575,-10.9893,13.427734375,15.578,209.177246094
160,22.958,735,1553,1523,1475,1517,0.0552174,-0.273554,0.0653028,0.920182,-0.417054,-6.26595,10.888671875,15.578,169.623730469
161,23.061,761,1538,1500,1475,1519,0.0608859,-0.307482,0.0681268,1.33632,-2.26757,-8.54582,12.158203125,15.5726,189.334833984
162,23.159,745,1518,1488,1475,1520,0.0661963,-0.289007,0.0798938,0.297454,0.240606,-8.81385,11.376953125,15.5726,177.168740234
163,23.261,765,1489,1486,1475,1520,0.0643786,-0.238233,0.0835082,0.480709,0.810144,-8.56427,12.353515625,15.5726,192.376357422
164,23.359,784,1489,1486,1475,1519,0.0639836,-0.165531,0.0831001,0.684862,1.05784,-9.74782,13.28125,15.5686,206.77046875
165,23.462,755,1489,1488,1475,1519,0.0586948,-0.0992766,0.0771899,0.532209,-0.782502,-7.70571,11.865234375,15.5686,184.725087891
166,23.56,744,1538,1500,1475,1520,0.0541734,-0.0258523,0.0683405,0.233466,1.65052,-9.48927,11.328125,15.5686,176.363046875
167,23.663,726,1563,1512,1475,1519,0.0469898,0.0196752,0.0649966,0.469808,-0.839944,-9.7254,10.44921875,15.5648,162.64
168,23.761,772,1562,1511,1475,1519,0.0466682,0.0179547,0.078481,0.0920311,1.08626,-10.3906,12.6953125,15.5648,197.6
169,23.863,759,1562,1511,1475,1520,0.0498011,-0.0348185,0.0665233,0.883309,-0.78133,-8.08719,12.060546875,15.5648,187.72
170,23.962,744,1562,1511,1475,1520,0.0531948,-0.11665,0.0577057,0.176187,0.404687,-7.68108,11.328125,15.5765,176.452539062
171,24.064,756,1563,1511,1475,1517,0.0476955,-0.18453,0.0363289,-1.15688,1.21603,-13.6333,11.9140625,15.5765,185.579394531
172,24.163,792,1563,1513,1475,1517,0.0492691,-0.250033,0.0481643,-0.657078,0.874443,-9.60001,13.671875,15.5765,212.959960938
173,24.265,736,1559,1511,1475,1519,0.049607,-0.287948,0.0487808,1.29108,0.290953,-10.2313,10.9375,15.5735,170.33515625
174,24.363,755,1557,1506,1475,1517,0.0481251,-0.308947,0.0569498,0.795114,-0.388211,-8.55207,11.865234375,15.5735,184.783227539
175,24.465,799,1538,1500,1475,1520,0.0467867,-0.277112,0.0665703,-0.338865,0.55353,-11.534,14.013671875,15.5735,218.241918945
176,24.564,735,1534,1500,1475,1520,0.0496859,-0.232626,0.0735345,-0.0302162,-0.359842,-10.6681,10.888671875,15.5626,169.456044922
177,24.666,768,1501,1491,1475,1517,0.0512715,-0.160734,0.0739744,-1.16777,0.623107,-11.1632,12.5,15.5626,194.5325
178,24.765,772,1488,1487,1475,1520,0.0623162,-0.0992718,0.0773978,-0.573101,0.276226,-7.72274,12.6953125,15.5626,197.572070312
179,24.867,831,1488,1488,1476,1517,0.0694258,-0.0455454,0.065883,0.537227,0.930486,-9.79185,15.576171875,15.5461,242.148725586
180,24.965,727,1488,1488,1493,1517,0.0752391,-0.0155554,-6.01314e-05,-1.22138,0.27409,-12.2551,10.498046875,15.5461,163.203686523
181,25.067,809,1488,1486,1500,1517,0.0872429,0.00608028,-0.02172,-0.665337,-1.08039,-11.5219,14.501953125,15.5461,225.448813477
182,25.166,803,1488,1488,1500,1517,0.106159,0.0161403,-0.0405018,0.832505,-0.358454,-10.0122,14.208984375,15.5403,220.811879883
183,25.268,789,1488,1486,1500,1519,0.112928,0.0152907,-0.053918,1.11246,-1.39887,-8.21273,13.525390625,15.5403,210.18862793
184,25.367,772,1488,1486,1499,1517,0.123642,0.00924441,-0.06671,1.05906,-0.539374,-10.1652,12.6953125,15.5403,197.288964844
185,25.469,775,1488,1486,1499,1519,0.127473,-0.00277046,-0.0635543,0.921046,0.100702,-8.24815,12.841796875,15.5326,199.466494141
186,25.567,726,1488,1488,1499,1519,0.132536,-0.0182523,-0.0658606,1.3408,-0.967082,-9.73668,10.44921875,15.5326,162.303535156
187,25.669,781,1488,1486,1500,1517,0.133721,-0.0333151,-0.0528534,0.606352,0.162171,-9.28497,13.134765625,15.5326,204.017060547
188,25.768,766,1488,1487,1499,1520,0.131473,-0.0460207,-0.0530251,-0.731426,0.420045,-10.8686,12.40234375,15.5398,192.729941406
189,25.87,775,1488,1487,1499,1520,0.131134,-0.0668156,-0.0462612,-0.519254,-0.09782,-11.1949,12.841796875,15.5398,199.558955078
190,25.969,748,1488,1488,1499,1517,0.131185,-0.0817678,-0.0342157,0.386087,0.999257,-10.113,11.5234375,15.5398,179.071914062
191,26.071,753,1488,1486,1499,1519,0.131538,-0.0963233,-0.0245037,0.500531,0.748433,-9.78108,11.767578125,15.5362,182.823447266
192,26.169,735,1488,1488,1500,1517,0.12989,-0.110452,0.00255395,1.12118,-0.700311,-6.69738,10.888671875,15.5362,169.168583984
193,26.271,754,1488,1486,1499,1519,0.125599,-0.115525,0.00412859,-0.275043,0.553496,-11.0158,11.81640625,15.5362,183.582050781
194,26.37,792,1488,1486,1499,1519,0.122642,-0.119809,0.0127253,0.215042,-0.512702,-10.0153,13.671875,15.5321,212.352929687
